,id_,institution,post,domaine
43,8672,GHSC-PSM,Country Security Manager,Sécurité
44,8656,Plan International-Haiti,Grants & Resources Mobilization Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
45,8658,Plan International-Haiti,Conseiller (ère) en Sécurité Economique et Alimentaire des Ménages,Agriculture – Agroalimentaire
46,8675,Concern Worldwide Haiti,Agent de Terrain -  Gestion des déchets/GRD,"Management/Gestion, Finance, Comptabilité et Commerce"
47,8676,Concern Worldwide Haiti,Agent de Terrain - Gouvernance Locale et Cohésion Sociale,Sciences Humaines et Sociales
48,8677,Concern Worldwide Haiti,Agent de Terrain - Protection,Sciences Humaines et Sociales
0,8689,Concern Worldwide Haiti,Local Governance & Social Cohesion Project Officer,Sciences Humaines et Sociales
1,8679,Concern Worldwide Haiti,Agents de Terrain – Moyens de subsistance,Agriculture – Agroalimentaire
2,8680,Concern Worldwide Haiti,Assistant Administratif Programme,"Management/Gestion, Finance, Comptabilité et Commerce"
3,8681,Concern Worldwide Haiti,Agent de Terrain CFW/Mitigation,Agriculture – Agroalimentaire
4,8682,Concern Worldwide Haiti,Officier de Projet Senior - Moyens de subsistance,Agriculture – Agroalimentaire
5,8683,Concern Worldwide Haiti,Agent de Terrain Communautaire,Agriculture – Agroalimentaire
6,8685,Concern Worldwide Haiti,Technicien Agricole pour la Mitigation,Agriculture – Agroalimentaire
7,8686,Concern Worldwide Haiti,Livelihoods Senior Project Officer,Sciences Humaines et Sociales
8,8687,Concern Worldwide Haiti,Waste Management and DRR Project Officer,"Architecture, Urbanisme et Aménagement du territoire"
9,8663,Mercy Corps Haiti,"Program Manager, Ann Viv Ansamn","Management/Gestion, Finance, Comptabilité et Commerce"
10,8657,Caritas Suisse,Conseiller Pédagogique,Sciences de l’Education
11,8659,Caritas Suisse,Chargé de Projet,Sciences Humaines et Sociales
12,8661,MSH,Consultant(e) en communication,Communication et Journalisme
13,8662,MSH,Conseiller Technique au CCM,Santé et Professions médicales
14,8664,Mercy Corps Haiti,Monitoring and Evaluation Officer,Sciences économiques et politiques
15,7466,CDS,Infirmiere de Ligne (Jeremie),Santé et Professions médicales
16,8655,Jhpiego,Consultant en Planification familiale,Santé et Professions médicales
17,8647,ABT/Shops Plus Project USAID,Spécialiste en Suivi et Evaluation,Sciences économiques et politiques
18,8633,Secteur ong,Assistante Administrative,Secrétariat
19,8632,VMA,Senior Program Associate,Sciences Humaines et Sociales
20,8617,Secteur prive,Responsable Services Généraux,"Management/Gestion, Finance, Comptabilité et Commerce"
21,8636,Save the Children en Haiti,MEAL Officer,Sciences Humaines et Sociales
22,8660,USAID/LOKAL+,Consultant (e) pour la Formation et le coaching sur l’utilisation du SIG,Sciences Informatiques
23,8652,GRET Haiti,Ingénieur en génie Civil-VRD,Sciences de l’Ingénieur
24,8653,CRS,Emergency Food Security Project Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
25,8634,OHMaSS (PSI-Haïti),Field Coordinator,Sciences Humaines et Sociales
26,8649,USAID|Haiti/AVANSE,Accountant,"Management/Gestion, Finance, Comptabilité et Commerce"
27,8631,OHMaSS (PSI-Haïti),Officier de services de santé communautaire,Santé et Professions médicales
28,8635,OHMaSS (PSI-Haïti),Assistante de Services de Santé Communautaire,Santé et Professions médicales
29,8645,GHSC-PSM,Service Delivery Officer,Santé et Professions médicales
30,8567,CRS,MEAL OFFICER,Sciences économiques et politiques
31,8629,CRS,Community Liaison Officer (Jérémie),Sciences Humaines et Sociales
32,8646,GHSC-PSM,Data Specialist/Lab,Santé et Professions médicales
33,8639,Ambassade de Suisse,Chauffeur / Terrain,Transport et Logistique
34,8630,OHMaSS (PSI-Haïti),Chauffeur Animateur,Transport et Logistique
35,8637,Save the Children en Haiti,Consultant en Evaluation de Projet,Sciences Humaines et Sociales
36,8640,Secteur projet,Assistante Administrative/Direction Administrative,Secrétariat
37,8641,Secteur projet,Assistante Administrative/Direction Technique,Secrétariat
38,8642,Secteur projet,Assistante Administrative/Direction Financière,Secrétariat
39,8628,CCIH,Formation Programme Développement des Fournisseurs (PDF),"Management/Gestion, Finance, Comptabilité et Commerce"
40,8507,Jhpiego,Officier  FBR,Santé et Professions médicales
41,8363,Jhpiego,Senior HR Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
42,8619,University of Florida,Post-harvest technology and Food Safety Specialist (PHTFS),Agriculture – Agroalimentaire
43,8643,PNLT,Infirmière Coordonnatrice  Santé Communautaire,Santé et Professions médicales
44,8621,Secteur prive,Human Resources Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
45,8622,Secteur prive,Administration Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
46,8626,HFH,"Dir, Finance & Administration","Management/Gestion, Finance, Comptabilité et Commerce"
47,8625,Diakonie Katastrophenhilfe,Expert technique de Réduction de Risques et de Désastres,"Management/Gestion, Finance, Comptabilité et Commerce"
48,8618,MSF - Hollande,Superviseur Obstétricien Gynécologue CRUO,Santé et Professions médicales
0,8582,Brasserie de la Couronne S.A.,Agent Commercial (Cap-Haïtien),Marketing
1,8587,Brasserie de la Couronne S.A.,Maintenance Coordinator,Sciences de l’Ingénieur
2,8583,Brasserie de la Couronne S.A.,Agent Commercial (Gonaives),Marketing
3,8616,MDM Canada,Administrateur Projets Nord-Ouest,"Management/Gestion, Finance, Comptabilité et Commerce"
4,6499,Secteur international,Expert en Gestion des Subventions,"Management/Gestion, Finance, Comptabilité et Commerce"
5,8614,FONKOZE,Responsab Resous Moun,"Management/Gestion, Finance, Comptabilité et Commerce"
6,8612,Secteur international,Consultant technique national en constitution et animation de réseau,Agriculture – Agroalimentaire
7,8601,Beyond Borders,"Gestionnaire en Planification, Suivi, Évaluation et Apprentissage",Sciences Humaines et Sociales
8,8565,HELP,Citizenship & Leadership Instructor (CLI),Sciences de l’Education
9,8606,FHI/Humanité & Inclusion_ HI,Responsable Volet  Appui au suivi de l’implémentation de service de réadaptation dans les hôpitaux,Santé et Professions médicales
10,8607,FHI/Humanité & Inclusion_ HI,Responsable de volet post-formation et appui aux associations de professionnels de la réadaptation,Sciences de l’Education
11,8596,MARNDR/HYDROMET,Cadre Intermediaire attaché à la Coordination du Projet Hydromet,Sciences de l’Ingénieur
12,8595,Initiative Développement,Responsable Terrain programme Santé,Santé et Professions médicales
13,8599,Action Contre la Faim - Haïti,Responsable de Projet,Santé et Professions médicales
14,8569,HELP,English Language Fellowship Instructor,Sciences de l’Education
15,8545,MSH,Call for Public Health Experts - Haiti,Santé et Professions médicales
16,8546,MSH,Call for Health Systems Management Experts - Haiti,Santé et Professions médicales
17,8608,University of Florida,Accountant,"Management/Gestion, Finance, Comptabilité et Commerce"
18,7721,Croix Rouge Americaine,Procurement Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
19,8609,MSF - Hollande,Superviseur Laboratoire CRUO,Santé et Professions médicales
20,8593,CRS,Project Manager Shelter DRR Grand Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
21,8592,CRS,KABOS Project  MEAL OFFICER,Sciences économiques et politiques
22,8516,Medical Teams International,Safety and Security officer,Sécurité
23,8586,MSF B,Chirurgien Orthopédique,Santé et Professions médicales
24,8564,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de projet,Agriculture – Agroalimentaire
25,8512,Secteur prive,Responsable Vie Associative et Formation,Sciences Humaines et Sociales
26,8602,FONKOZE,Ofisye “Value Chain”,"Management/Gestion, Finance, Comptabilité et Commerce"
27,8603,FONKOZE,Ofisye biznis,"Management/Gestion, Finance, Comptabilité et Commerce"
28,8504,Fides Management,General Manager,"Tourisme, Hôtellerie et Restauration"
29,8568,CRS,Community Mobilizer (Coteaux),Sciences Humaines et Sociales
30,8570,CRS,Community Liaison Officer (Coteaux),Sciences Humaines et Sociales
31,8571,CRS,Community Mobilizer (Roche-à-Bateaux),Sciences Humaines et Sociales
32,8572,CRS,Community Mobilizer (Chantal),Sciences Humaines et Sociales
33,8573,CRS,Community Mobilizer (Jérémie),Sciences Humaines et Sociales
34,8574,CRS,Community Liaison Officer (Chantal),Sciences Humaines et Sociales
35,8575,CRS,Community Liaison Officer (Jérémie),Sciences Humaines et Sociales
36,8576,CRS,Community Liaison Officer (Roche-à-Bateaux),Sciences Humaines et Sociales
37,8502,Action Contre la Faim - Haïti,Responsable de département SAME,Agriculture – Agroalimentaire
38,8372,IFES,Consultant en Media Social,"Management/Gestion, Finance, Comptabilité et Commerce"
39,8581,Plan International-Haiti,Facilitateur de Développement Communautaire,Sciences Humaines et Sociales
40,8553,GHSC-PSM,Technical Procurement Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
41,8597,Plan International-Haiti,Facilitateur Livelihood,Sciences Humaines et Sociales
42,8598,Plan International-Haiti,Facilitateur Wash,Sciences Humaines et Sociales
43,8590,UGP/MSPP/PEPFAR,Dispatcher pour le Laboratoire National de Sante Publique,Transport et Logistique
44,8591,Ayiti Nexus,Senior Project Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
45,8578,Plan International-Haiti,Communications Manager,Communication et Journalisme
46,8566,MSH,Monitoring & Evaluation Senior Advisor,Santé et Professions médicales
47,8557,MSH,Assistant Technique National,Santé et Professions médicales
48,8529,MSH,Consultant pour le Développement du Plan d'Action,"Management/Gestion, Finance, Comptabilité et Commerce"
0,8580,UNICEF Haiti,"Nutrition Officer, (NO-2), Jeremie",Santé et Professions médicales
1,8554,Project Medishare for Haiti,Disaster Relief Program Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
2,8476,Sogebank,Officier de Crédit Corporate,"Management/Gestion, Finance, Comptabilité et Commerce"
3,8480,The QED Group LLC,CALL FOR TEAM EVALUATION CONSULTANTS - HAITI,"Management/Gestion, Finance, Comptabilité et Commerce"
4,8531,CRS,Agent de Promotion– Chaine de valeur du Cacao (Abricots),Agriculture – Agroalimentaire
5,8534,CRS,Agent de Terrain– Chaine de valeur du cacao,Agriculture – Agroalimentaire
6,8535,CRS,Agent de Promotion– Chaine de valeur du Cacao (Moron),Agriculture – Agroalimentaire
7,8536,CRS,Agent de Promotion– Chaine de valeur du Cacao (Jérémie),Agriculture – Agroalimentaire
8,8537,CRS,Agent de Promotion– Chaine de valeur du Cacao (Roseaux),Agriculture – Agroalimentaire
9,8538,CRS,Agent de Terrain– Chaine de valeur du cacao (Beaumont),Agriculture – Agroalimentaire
10,8539,CRS,Agent de Terrain– Chaine de valeur du cacao (Corail),Agriculture – Agroalimentaire
11,8540,CRS,Agent de Terrain– Chaine de valeur du cacao (Pestel),Agriculture – Agroalimentaire
12,8541,CRS,Agent de Terrain– Chaine de valeur du cacao (Torberck),Agriculture – Agroalimentaire
13,8542,CRS,Agent de Terrain– Chaine de valeur du cacao (Camp-Perrin),Agriculture – Agroalimentaire
14,8470,CEMEX HAITI,Superviseur de Securité Industrielle,"Management/Gestion, Finance, Comptabilité et Commerce"
15,8584,PNLT,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
16,8585,PNLT,Comptable (PNLT/LF/VIH/ZIKA),"Management/Gestion, Finance, Comptabilité et Commerce"
17,8588,PNLS,Consultant pour la Systématisation d'entreprise avec le logiciel,Sciences Informatiques
18,8577,Help-Ev,Assistant(e) administratif(ve),"Management/Gestion, Finance, Comptabilité et Commerce"
19,8551,CRS,Ingenieur Technique,Sciences de l’Ingénieur
20,8552,CRS,Ingénieur Technique (Jérémie),Sciences de l’Ingénieur
21,8555,CRS,Build Back Better Training Coordinator,Sciences de l’Ingénieur
22,8547,Caribbean Grain Company S.A.,Chef de Sécurité,Sécurité
23,8556,Save the Children en Haiti,Officier  de projet Education,Sciences de l’Education
24,8558,Save the Children en Haiti,Assistant de projet d’Education,Sciences de l’Education
25,8559,Save the Children en Haiti,Officier en Nutrition,Santé et Professions médicales
26,8561,Save the Children en Haiti,Officier en Nutrition (Beaumont),Santé et Professions médicales
27,8560,CARE Haiti,Manager Transferts Sociaux d'Urgence,Agriculture – Agroalimentaire
28,8562,Save the Children en Haiti,Officier en Nutrition (Pestel),Santé et Professions médicales
29,8563,Save the Children en Haiti,Officier Support Administration et RH,"Management/Gestion, Finance, Comptabilité et Commerce"
30,8550,Save the Children en Haiti,Coordonnateur de projet Education,Sciences de l’Education
31,8532,Ambassade de Suisse,"Adjoint Chef Finances, Personnel et Administration","Management/Gestion, Finance, Comptabilité et Commerce"
32,8527,Uniterra,Spécialiste Sectoriel en Système de Marché,Agriculture – Agroalimentaire
33,8549,Plan International-Haiti,Communications Officer,Communication et Journalisme
34,8544,Croix Rouge Canadienne,Coordonnateur de terrain,Sciences Humaines et Sociales
35,8509,OHMaSS (PSI-Haïti),Assistante Administrative,Secrétariat
36,8506,MARNDR/RESEPAG,Responsable Technique Départemental pour le Nord et le Nord-est,Agriculture – Agroalimentaire
37,8528,CARE Haiti,IT Officer,Sciences Informatiques
38,8519,CARE Haiti,Coordonnateur de Terrain (Cap-Haïtien),Sciences de l’Education
39,8520,CARE Haiti,Agent Communautaire & Pédagogique (Cap-Haïtien),Sciences Humaines et Sociales
40,8521,CARE Haiti,M&E Officer (Cap-Haïtien),Sciences Humaines et Sociales
41,8522,CARE Haiti,Coordonnateur de Terrain (Thiotte),Sciences de l’Education
42,8523,CARE Haiti,Agent Communautaire & Pédagogique (Thiotte),Sciences Humaines et Sociales
43,8524,CARE Haiti,M&E Officer (Thiotte),Sciences Humaines et Sociales
44,8525,CARE Haiti,IT Aanalyste Programmeur,Sciences Informatiques
45,8513,USAID|Haiti/AVANSE,Technicien d’AutoCAD / Designer,Sciences Informatiques
46,8514,USAID|Haiti/AVANSE,Ingénieur Junior/ Topographe,Sciences de l’Ingénieur
47,8498,FINCA Haiti S.A.,Corporate Audit Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
48,8467,Medair,Field Communications Officer,Communication et Journalisme
0,8508,Action Contre la Faim - Haïti,Responsable Programme FSTP,Agriculture – Agroalimentaire
1,8441,Sevis Finansye Fonkoze S.A.,Chief Financial Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
2,8548,CARE Haiti,Officier de Finance et Conformité,"Management/Gestion, Finance, Comptabilité et Commerce"
3,8543,UNICEF Haiti,Assistant(e) aux approvisionnements et à la logistique - GS6 - Port-au-Prince,Transport et Logistique
4,8526,Jhpiego,Procurement Consultant,"Management/Gestion, Finance, Comptabilité et Commerce"
5,8518,CRH,Consultance - Développer Stratégie et Plan Opérationnel Annuel  Mobilisation Ressources de la SNCRH,"Management/Gestion, Finance, Comptabilité et Commerce"
6,8515,J/P HRO,Communications Manager,Communication et Journalisme
7,8511,Jhpiego,M&E Director,Sciences économiques et politiques
8,8530,Plan International-Haiti,Ingenieur,Sciences de l’Ingénieur
9,8501,Jhpiego,Chauffeur (Port-au-Prince),Transport et Logistique
